Origen;Destino
"orotate [CPD:C00295];";EC:2.4.2.10
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.10
EC:4.1.1.23;orotidine 5'-phosphate [CPD:C01103]
"UMP [CPD:C00105];";EC:4.1.1.23
CO2 [CPD:C00011];EC:4.1.1.23
EC:2.7.1.48;"ATP [CPD:C00002];"
EC:2.7.1.48;uridine [CPD:C00299]
"ADP [CPD:C00008];";EC:2.7.1.48
UMP [CPD:C00105];EC:2.7.1.48
EC:2.4.2.9;"UMP [CPD:C00105];"
EC:2.4.2.9;diphosphate [CPD:C00013]
"uracil [CPD:C00106];";EC:2.4.2.9
5-phospho-alpha-D-ribose 1-diphosphate [CPD:C00119];EC:2.4.2.9
EC:2.7.4.22;"ATP [CPD:C00002];"
EC:2.7.4.22;UMP [CPD:C00105]
"ADP [CPD:C00008];";EC:2.7.4.22
UDP [CPD:C00015];EC:2.7.4.22
EC:6.3.4.2;"ATP [CPD:C00002];"
EC:6.3.4.2;"UTP [CPD:C00075];"
EC:6.3.4.2;"L-glutamine [CPD:C00064];"
EC:6.3.4.2;"H2O [CPD:C00001];"
EC:6.3.4.2;NH3 [CPD:C00014]
"ADP [CPD:C00008];";EC:6.3.4.2
"phosphate [CPD:C00009];";EC:6.3.4.2
"CTP [CPD:C00063];";EC:6.3.4.2
"L-glutamate [CPD:C00025];";EC:6.3.4.2
NH3 [CPD:C00014];EC:6.3.4.2
EC:3.5.4.13;"dCTP [CPD:C00458];"
EC:3.5.4.13;H2O [CPD:C00001]
"dUTP [CPD:C00460];";EC:3.5.4.13
NH3 [CPD:C00014];EC:3.5.4.13
EC:3.2.2.10 3.2.2.-;"pyrimidine 5'-nucleotide [CPD:C03536];"
EC:3.2.2.10 3.2.2.-;H2O [CPD:C00001]
"D-ribose 5-phosphate [CPD:C00117];";EC:3.2.2.10 3.2.2.-
pyrimidine base [CPD:C00396];EC:3.2.2.10 3.2.2.-
EC:3.5.4.5;"cytidine [CPD:C00475];"
EC:3.5.4.5;"H2O [CPD:C00001];"
EC:3.5.4.5;2'-deoxycytidine [CPD:C00881]
"uridine [CPD:C00299];";EC:3.5.4.5
"NH3 [CPD:C00014];";EC:3.5.4.5
2'-deoxyuridine [CPD:C00526];EC:3.5.4.5
EC:3.5.4.1 3.5.4.21;"cytosine [CPD:C00380];"
EC:3.5.4.1 3.5.4.21;H2O [CPD:C00001]
"uracil [CPD:C00106];";EC:3.5.4.1 3.5.4.21
NH3 [CPD:C00014];EC:3.5.4.1 3.5.4.21
EC:2.4.2.4;"thymidine [CPD:C00214];"
EC:2.4.2.4;phosphate [CPD:C00009]
"thymine [CPD:C00178];";EC:2.4.2.4
2-deoxy-alpha-D-ribose 1-phosphate [CPD:C00672];EC:2.4.2.4
EC:1.3.1.1;"5,6-dihydrouracil [CPD:C00429];"
EC:1.3.1.1;"NAD+ [CPD:C00003];"
EC:1.3.1.1;5,6-dihydrothymine [CPD:C00906]
"uracil [CPD:C00106];";EC:1.3.1.1
"NADH [CPD:C00004];";EC:1.3.1.1
"H+ [CPD:C00080];";EC:1.3.1.1
thymine [CPD:C00178];EC:1.3.1.1
EC:4.2.1.70;"uracil [CPD:C00106];"
EC:4.2.1.70;D-ribose 5-phosphate [CPD:C00117]
"pseudouridine 5'-phosphate [CPD:C01168];";EC:4.2.1.70
H2O [CPD:C00001];EC:4.2.1.70
EC:3.5.2.2;"5,6-dihydrouracil [CPD:C00429];"
EC:3.5.2.2;H2O [CPD:C00001]
3-ureidopropanoate [CPD:C02642];EC:3.5.2.2
EC:2.7.1.83;"ATP [CPD:C00002];"
EC:2.7.1.83;pseudouridine [CPD:C02067]
"ADP [CPD:C00008];";EC:2.7.1.83
pseudouridine 5'-phosphate [CPD:C01168];EC:2.7.1.83
EC:2.7.1.21;"ATP [CPD:C00002];"
EC:2.7.1.21;thymidine [CPD:C00214]
"ADP [CPD:C00008];";EC:2.7.1.21
dTMP [CPD:C00364];EC:2.7.1.21
EC:2.1.1.45;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:2.1.1.45;dUMP [CPD:C00365]
"dihydrofolate [CPD:C00415];";EC:2.1.1.45
dTMP [CPD:C00364];EC:2.1.1.45
EC:2.7.4.9;"ATP [CPD:C00002];"
EC:2.7.4.9;dTMP [CPD:C00364]
"ADP [CPD:C00008];";EC:2.7.4.9
dTDP [CPD:C00363];EC:2.7.4.9
EC:3.6.1.23;"dUTP [CPD:C00460];"
EC:3.6.1.23;H2O [CPD:C00001]
"dUMP [CPD:C00365];";EC:3.6.1.23
diphosphate [CPD:C00013];EC:3.6.1.23
EC:3.5.1.110;"(Z)-3-ureidoacrylate peracid [CPD:C20231];"
EC:3.5.1.110;"H2O [CPD:C00001];"
EC:3.5.1.110;"carbamate [CPD:C01563];"
EC:3.5.1.110;(Z)-2-methylureidoacrylate peracid [CPD:C20232]
"(Z)-3-peroxyaminoacrylate [CPD:C20249];";EC:3.5.1.110
"CO2 [CPD:C00011];";EC:3.5.1.110
"NH3 [CPD:C00014];";EC:3.5.1.110
"carbamate [CPD:C01563];";EC:3.5.1.110
(Z)-2-methylperoxyaminoacrylate [CPD:C20250];EC:3.5.1.110
EC:1.1.1.381 1.1.1.-;"L-allo-threonine [CPD:C05519];"
EC:1.1.1.381 1.1.1.-;"NADP+ [CPD:C00006];"
EC:1.1.1.381 1.1.1.-;L-2-amino-3-oxobutanoate [CPD:C03508]
"aminoacetone [CPD:C01888];";EC:1.1.1.381 1.1.1.-
"CO2 [CPD:C00011];";EC:1.1.1.381 1.1.1.-
"NADPH [CPD:C00005];";EC:1.1.1.381 1.1.1.-
"H+ [CPD:C00080];";EC:1.1.1.381 1.1.1.-
L-2-amino-3-oxobutanoate [CPD:C03508];EC:1.1.1.381 1.1.1.-
EC:2.4.2.3;"uridine [CPD:C00299];"
EC:2.4.2.3;phosphate [CPD:C00009]
"uracil [CPD:C00106];";EC:2.4.2.3
alpha-D-ribose 1-phosphate [CPD:C00620];EC:2.4.2.3
EC:3.1.3.89;"2'-deoxyribonucleoside 5'-monophosphate [CPD:C00676];"
EC:3.1.3.89;H2O [CPD:C00001]
"2'-deoxyribonucleoside [CPD:C02269];";EC:3.1.3.89
phosphate [CPD:C00009];EC:3.1.3.89
EC:2.7.4.25;"ATP [CPD:C00002];"
EC:2.7.4.25;dCMP [CPD:C00239]
"ADP [CPD:C00008];";EC:2.7.4.25
dCDP [CPD:C00705];EC:2.7.4.25
EC:4.3.1.1;L-aspartate [CPD:C00049]
"fumarate [CPD:C00122];";EC:4.3.1.1
NH3 [CPD:C00014];EC:4.3.1.1
EC:1.4.1.13;"L-glutamate [CPD:C00025];"
EC:1.4.1.13;"NADP+ [CPD:C00006];"
EC:1.4.1.13;"NH3 [CPD:C00014];"
EC:1.4.1.13;H2O [CPD:C00001]
"L-glutamine [CPD:C00064];";EC:1.4.1.13
"2-oxoglutarate [CPD:C00026];";EC:1.4.1.13
"NADPH [CPD:C00005];";EC:1.4.1.13
"H+ [CPD:C00080];";EC:1.4.1.13
"H2O [CPD:C00001];";EC:1.4.1.13
NH3 [CPD:C00014];EC:1.4.1.13
EC:3.5.1.3;"monoamide of dicarboxylate [CPD:C04131];"
EC:3.5.1.3;H2O [CPD:C00001]
"dicarboxylate [CPD:C02028];";EC:3.5.1.3
NH3 [CPD:C00014];EC:3.5.1.3
EC:2.6.1.16;"L-glutamine [CPD:C00064];"
EC:2.6.1.16;D-fructose 6-phosphate [CPD:C00085]
"L-glutamate [CPD:C00025];";EC:2.6.1.16
D-glucosamine 6-phosphate [CPD:C00352];EC:2.6.1.16
EC:1.5.5.2 1.2.1.88;"L-proline [CPD:C00148];"
EC:1.5.5.2 1.2.1.88;quinone [CPD:C15602]
"(S)-1-pyrroline-5-carboxylate [CPD:C03912];";EC:1.5.5.2 1.2.1.88
quinol [CPD:C15603];EC:1.5.5.2 1.2.1.88
EC:4.1.1.15;L-glutamate [CPD:C00025]
"4-aminobutanoate [CPD:C00334];";EC:4.1.1.15
CO2 [CPD:C00011];EC:4.1.1.15
EC:2.6.1.19;"4-aminobutanoate [CPD:C00334];"
EC:2.6.1.19;2-oxoglutarate [CPD:C00026]
"succinate semialdehyde [CPD:C00232];";EC:2.6.1.19
L-glutamate [CPD:C00025];EC:2.6.1.19
EC:1.2.1.16 1.2.1.24;"succinate semialdehyde [CPD:C00232];"
EC:1.2.1.16 1.2.1.24;"NAD+ [CPD:C00003];"
EC:1.2.1.16 1.2.1.24;"NADP+ [CPD:C00006];"
EC:1.2.1.16 1.2.1.24;H2O [CPD:C00001]
"succinate [CPD:C00042];";EC:1.2.1.16 1.2.1.24
"NADH [CPD:C00004];";EC:1.2.1.16 1.2.1.24
"NADPH [CPD:C00005];";EC:1.2.1.16 1.2.1.24
H+ [CPD:C00080];EC:1.2.1.16 1.2.1.24
EC:1.4.3.16;"L-aspartate [CPD:C00049];"
EC:1.4.3.16;O2 [CPD:C00007]
"iminosuccinate [CPD:C05840];";EC:1.4.3.16
H2O2 [CPD:C00027];EC:1.4.3.16
EC:6.3.5.4;"ATP [CPD:C00002];"
EC:6.3.5.4;"L-aspartate [CPD:C00049];"
EC:6.3.5.4;"L-glutamine [CPD:C00064];"
EC:6.3.5.4;"H2O [CPD:C00001];"
EC:6.3.5.4;NH3 [CPD:C00014]
"AMP [CPD:C00020];";EC:6.3.5.4
"diphosphate [CPD:C00013];";EC:6.3.5.4
"L-asparagine [CPD:C00152];";EC:6.3.5.4
"L-glutamate [CPD:C00025];";EC:6.3.5.4
NH3 [CPD:C00014];EC:6.3.5.4
EC:6.3.1.1;"ATP [CPD:C00002];"
EC:6.3.1.1;"L-aspartate [CPD:C00049];"
EC:6.3.1.1;NH3 [CPD:C00014]
"AMP [CPD:C00020];";EC:6.3.1.1
"diphosphate [CPD:C00013];";EC:6.3.1.1
L-asparagine [CPD:C00152];EC:6.3.1.1
EC:3.5.1.1 3.4.19.5;"L-asparagine [CPD:C00152];"
EC:3.5.1.1 3.4.19.5;H2O [CPD:C00001]
"L-aspartate [CPD:C00049];";EC:3.5.1.1 3.4.19.5
NH3 [CPD:C00014];EC:3.5.1.1 3.4.19.5
EC:1.2.1.16 1.2.1.79 1.2.1.20;"succinate semialdehyde [CPD:C00232];"
EC:1.2.1.16 1.2.1.79 1.2.1.20;"NAD+ [CPD:C00003];"
EC:1.2.1.16 1.2.1.79 1.2.1.20;"NADP+ [CPD:C00006];"
EC:1.2.1.16 1.2.1.79 1.2.1.20;H2O [CPD:C00001]
"succinate [CPD:C00042];";EC:1.2.1.16 1.2.1.79 1.2.1.20
"NADH [CPD:C00004];";EC:1.2.1.16 1.2.1.79 1.2.1.20
"NADPH [CPD:C00005];";EC:1.2.1.16 1.2.1.79 1.2.1.20
H+ [CPD:C00080];EC:1.2.1.16 1.2.1.79 1.2.1.20
EC:1.1.1.95 1.1.1.399;"3-phospho-D-glycerate [CPD:C00197];"
EC:1.1.1.95 1.1.1.399;NAD+ [CPD:C00003]
"3-phosphooxypyruvate [CPD:C03232];";EC:1.1.1.95 1.1.1.399
"NADH [CPD:C00004];";EC:1.1.1.95 1.1.1.399
H+ [CPD:C00080];EC:1.1.1.95 1.1.1.399
EC:2.6.1.52;"O-phospho-L-serine [CPD:C01005];"
EC:2.6.1.52;"2-oxoglutarate [CPD:C00026];"
EC:2.6.1.52;4-phosphooxy-L-threonine [CPD:C06055]
"3-phosphooxypyruvate [CPD:C03232];";EC:2.6.1.52
"L-glutamate [CPD:C00025];";EC:2.6.1.52
(3R)-3-hydroxy-2-oxo-4-phosphooxybutanoate [CPD:C06054];EC:2.6.1.52
EC:3.1.3.3;"O-phospho-L-serine [CPD:C01005];"
EC:3.1.3.3;"O-phospho-D-serine [CPD:C02532];"
EC:3.1.3.3;H2O [CPD:C00001]
"L-serine [CPD:C00065];";EC:3.1.3.3
"D-serine [CPD:C00740];";EC:3.1.3.3
phosphate [CPD:C00009];EC:3.1.3.3
EC:2.1.2.1;"5,10-methylenetetrahydrofolate [CPD:C00143];"
EC:2.1.2.1;"glycine [CPD:C00037];"
EC:2.1.2.1;H2O [CPD:C00001]
"tetrahydrofolate [CPD:C00101];";EC:2.1.2.1
L-serine [CPD:C00065];EC:2.1.2.1
EC:4.3.1.19;"L-threonine [CPD:C00188];"
EC:4.3.1.19;"2-aminobut-2-enoate [CPD:C17234];"
EC:4.3.1.19;"2-iminobutanoate [CPD:C20905];"
EC:4.3.1.19;H2O [CPD:C00001]
"2-oxobutanoate [CPD:C00109];";EC:4.3.1.19
"NH3 [CPD:C00014];";EC:4.3.1.19
"2-aminobut-2-enoate [CPD:C17234];";EC:4.3.1.19
"H2O [CPD:C00001];";EC:4.3.1.19
2-iminobutanoate [CPD:C20905];EC:4.3.1.19
EC:4.3.1.17;"L-serine [CPD:C00065];"
EC:4.3.1.17;"2-aminoprop-2-enoate [CPD:C02218];"
EC:4.3.1.17;"2-iminopropanoate [CPD:C20904];"
EC:4.3.1.17;H2O [CPD:C00001]
"pyruvate [CPD:C00022];";EC:4.3.1.17
"NH3 [CPD:C00014];";EC:4.3.1.17
"2-aminoprop-2-enoate [CPD:C02218];";EC:4.3.1.17
"H2O [CPD:C00001];";EC:4.3.1.17
2-iminopropanoate [CPD:C20904];EC:4.3.1.17
EC:4.3.1.18;"D-serine [CPD:C00740];"
EC:4.3.1.18;"2-aminoprop-2-enoate [CPD:C02218];"
EC:4.3.1.18;"2-iminopropanoate [CPD:C20904];"
EC:4.3.1.18;H2O [CPD:C00001]
"pyruvate [CPD:C00022];";EC:4.3.1.18
"NH3 [CPD:C00014];";EC:4.3.1.18
"2-aminoprop-2-enoate [CPD:C02218];";EC:4.3.1.18
"H2O [CPD:C00001];";EC:4.3.1.18
2-iminopropanoate [CPD:C20904];EC:4.3.1.18
EC:1.1.99.1;"choline [CPD:C00114];"
EC:1.1.99.1;acceptor [CPD:C00028]
"betaine aldehyde [CPD:C00576];";EC:1.1.99.1
reduced acceptor [CPD:C00030];EC:1.1.99.1
EC:1.2.1.8;"betaine aldehyde [CPD:C00576];"
EC:1.2.1.8;"NAD+ [CPD:C00003];"
EC:1.2.1.8;H2O [CPD:C00001]
"betaine [CPD:C00719];";EC:1.2.1.8
"NADH [CPD:C00004];";EC:1.2.1.8
H+ [CPD:C00080];EC:1.2.1.8
EC:2.1.2.10;"[protein]-S8-aminomethyldihydrolipoyllysine [CPD:C01242];"
EC:2.1.2.10;tetrahydrofolate [CPD:C00101]
"[protein]-dihydrolipoyllysine;";EC:2.1.2.10
"5,10-methylenetetrahydrofolate [CPD:C00143];";EC:2.1.2.10
NH3 [CPD:C00014];EC:2.1.2.10
EC:1.4.4.2;"glycine [CPD:C00037];"
EC:1.4.4.2;[glycine-cleavage complex H protein]-N6-lipoyl-L-lysine [CPD:C02051]
"[glycine-cleavage complex H protein]-S-aminomethyl-N6-dihydrolipoyl-L-lysine [CPD:C01242];";EC:1.4.4.2
CO2 [CPD:C00011];EC:1.4.4.2
EC:1.1.1.103;"L-threonine [CPD:C00188];"
EC:1.1.1.103;NAD+ [CPD:C00003]
"L-2-amino-3-oxobutanoate [CPD:C03508];";EC:1.1.1.103
"NADH [CPD:C00004];";EC:1.1.1.103
H+ [CPD:C00080];EC:1.1.1.103
EC:2.3.1.29;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.29;glycine [CPD:C00037]
"CoA [CPD:C00010];";EC:2.3.1.29
L-2-amino-3-oxobutanoate [CPD:C03508];EC:2.3.1.29
EC:4.1.2.48;"L-threonine [CPD:C00188];"
EC:4.1.2.48;L-allo-threonine [CPD:C05519]
"glycine [CPD:C00037];";EC:4.1.2.48
acetaldehyde [CPD:C00084];EC:4.1.2.48
EC:4.2.3.1;"O-phospho-L-homoserine [CPD:C01102];"
EC:4.2.3.1;H2O [CPD:C00001]
"L-threonine [CPD:C00188];";EC:4.2.3.1
phosphate [CPD:C00009];EC:4.2.3.1
EC:2.7.1.39;"ATP [CPD:C00002];"
EC:2.7.1.39;L-homoserine [CPD:C00263]
"ADP [CPD:C00008];";EC:2.7.1.39
O-phospho-L-homoserine [CPD:C01102];EC:2.7.1.39
EC:2.7.2.4 1.1.1.3;"ATP [CPD:C00002];"
EC:2.7.2.4 1.1.1.3;L-aspartate [CPD:C00049]
"ADP [CPD:C00008];";EC:2.7.2.4 1.1.1.3
4-phospho-L-aspartate [CPD:C03082];EC:2.7.2.4 1.1.1.3
EC:1.2.1.11;"L-aspartate 4-semialdehyde [CPD:C00441];"
EC:1.2.1.11;"phosphate [CPD:C00009];"
EC:1.2.1.11;NADP+ [CPD:C00006]
"L-4-aspartyl phosphate [CPD:C03082];";EC:1.2.1.11
"NADPH [CPD:C00005];";EC:1.2.1.11
H+ [CPD:C00080];EC:1.2.1.11
EC:4.2.1.20;"L-serine [CPD:C00065];"
EC:4.2.1.20;"1-C-(indol-3-yl)glycerol 3-phosphate [CPD:C03506];"
EC:4.2.1.20;indole [CPD:C00463]
"L-tryptophan [CPD:C00078];";EC:4.2.1.20
"D-glyceraldehyde 3-phosphate [CPD:C00118];";EC:4.2.1.20
"H2O [CPD:C00001];";EC:4.2.1.20
indole [CPD:C00463];EC:4.2.1.20
EC:2.7.8.8;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.8;L-serine [CPD:C00065]
"CMP [CPD:C00055];";EC:2.7.8.8
(3-sn-phosphatidyl)-L-serine;EC:2.7.8.8
EC:1.1.1.79 1.1.1.81;"glycolate [CPD:C00160];"
EC:1.1.1.79 1.1.1.81;NADP+ [CPD:C00006]
"glyoxylate [CPD:C00048];";EC:1.1.1.79 1.1.1.81
"NADPH [CPD:C00005];";EC:1.1.1.79 1.1.1.81
H+ [CPD:C00080];EC:1.1.1.79 1.1.1.81
EC:2.7.1.165;"ATP [CPD:C00002];"
EC:2.7.1.165;D-glycerate [CPD:C00258]
"ADP [CPD:C00008];";EC:2.7.1.165
2-phospho-D-glycerate [CPD:C00631];EC:2.7.1.165
EC:4.3.3.7;"pyruvate [CPD:C00022];"
EC:4.3.3.7;L-aspartate-4-semialdehyde
"(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate [CPD:C20258];";EC:4.3.3.7
H2O [CPD:C00001];EC:4.3.3.7
EC:1.17.1.8;"(S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate [CPD:C03972];"
EC:1.17.1.8;"NAD+ [CPD:C00003];"
EC:1.17.1.8;"NADP+ [CPD:C00006];"
EC:1.17.1.8;H2O [CPD:C00001]
"(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate [CPD:C20258];";EC:1.17.1.8
"NADH [CPD:C00004];";EC:1.17.1.8
"NADPH [CPD:C00005];";EC:1.17.1.8
H+ [CPD:C00080];EC:1.17.1.8
EC:2.3.1.30;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.30;L-serine [CPD:C00065]
"CoA [CPD:C00010];";EC:2.3.1.30
O-acetyl-L-serine [CPD:C00979];EC:2.3.1.30
EC:2.5.1.47;"O-acetyl-L-serine [CPD:C00979];"
EC:2.5.1.47;hydrogen sulfide [CPD:C00283]
"L-cysteine [CPD:C00097];";EC:2.5.1.47
acetate [CPD:C00033];EC:2.5.1.47
EC:2.5.1.144;"O-acetyl-L-serine [CPD:C00979];"
EC:2.5.1.144;thiosulfate [CPD:C00320]
"S-sulfo-L-cysteine [CPD:C05824];";EC:2.5.1.144
acetate [CPD:C00033];EC:2.5.1.144
EC:4.4.1.13;"L-cysteine-S-conjugate [CPD:C02882];"
EC:4.4.1.13;"H2O [CPD:C00001];"
EC:4.4.1.13;"2-aminoprop-2-enoate [CPD:C02218];"
EC:4.4.1.13;2-iminopropanoate [CPD:C20904]
"thiol [CPD:C00145];";EC:4.4.1.13
"NH3 [CPD:C00014];";EC:4.4.1.13
"pyruvate [CPD:C00022];";EC:4.4.1.13
"2-aminoprop-2-enoate [CPD:C02218];";EC:4.4.1.13
2-iminopropanoate [CPD:C20904];EC:4.4.1.13
EC:2.8.1.1 2.8.1.2;"thiosulfate [CPD:C00320];"
EC:2.8.1.1 2.8.1.2;cyanide [CPD:C00177]
"sulfite [CPD:C00094];";EC:2.8.1.1 2.8.1.2
thiocyanate [CPD:C01755];EC:2.8.1.1 2.8.1.2
EC:4.4.1.15;"D-cysteine [CPD:C00793];"
EC:4.4.1.15;H2O [CPD:C00001]
"sulfide [CPD:C00283];";EC:4.4.1.15
"NH3 [CPD:C00014];";EC:4.4.1.15
pyruvate [CPD:C00022];EC:4.4.1.15
EC:2.5.1.48;"O4-succinyl-L-homoserine [CPD:C01118];"
EC:2.5.1.48;L-cysteine [CPD:C00097]
"L-cystathionine [CPD:C02291];";EC:2.5.1.48
succinate [CPD:C00042];EC:2.5.1.48
EC:2.3.1.46 2.3.1.31;"succinyl-CoA [CPD:C00091];"
EC:2.3.1.46 2.3.1.31;L-homoserine [CPD:C00263]
"CoA [CPD:C00010];";EC:2.3.1.46 2.3.1.31
O-succinyl-L-homoserine [CPD:C01118];EC:2.3.1.46 2.3.1.31
EC:2.1.1.13;"5-methyltetrahydrofolate [CPD:C00440];"
EC:2.1.1.13;L-homocysteine [CPD:C00155]
"tetrahydrofolate [CPD:C00101];";EC:2.1.1.13
L-methionine [CPD:C00073];EC:2.1.1.13
EC:4.4.1.21;S-(5-deoxy-D-ribos-5-yl)-L-homocysteine [CPD:C03539]
"L-homocysteine [CPD:C00155];";EC:4.4.1.21
(4S)-4,5-dihydroxypentane-2,3-dione [CPD:C11838];EC:4.4.1.21
EC:2.1.1.10;"S-methyl-L-methionine [CPD:C03172];"
EC:2.1.1.10;L-homocysteine [CPD:C00155]
L-methionine [CPD:C00073];EC:2.1.1.10
EC:2.1.1.14;"5-methyltetrahydropteroyltri-L-glutamate [CPD:C04489];"
EC:2.1.1.14;L-homocysteine [CPD:C00155]
"tetrahydropteroyltri-L-glutamate [CPD:C04144];";EC:2.1.1.14
L-methionine [CPD:C00073];EC:2.1.1.14
EC:1.8.4.14;"L-methionine [CPD:C00073];"
EC:1.8.4.14;"thioredoxin disulfide [CPD:C00343];"
EC:1.8.4.14;H2O [CPD:C00001]
"L-methionine (R)-S-oxide [CPD:C15998];";EC:1.8.4.14
thioredoxin [CPD:C00342];EC:1.8.4.14
EC:2.6.1.57;"aromatic amino acid [CPD:C01021];"
EC:2.6.1.57;2-oxoglutarate [CPD:C00026]
"aromatic oxo acid [CPD:C00972];";EC:2.6.1.57
L-glutamate [CPD:C00025];EC:2.6.1.57
EC:2.5.1.6;"ATP [CPD:C00002];"
EC:2.5.1.6;"L-methionine [CPD:C00073];"
EC:2.5.1.6;H2O [CPD:C00001]
"phosphate [CPD:C00009];";EC:2.5.1.6
"diphosphate [CPD:C00013];";EC:2.5.1.6
S-adenosyl-L-methionine [CPD:C00019];EC:2.5.1.6
EC:2.1.1.37;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.37;DNA containing cytosine
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.37
DNA containing 5-methylcytosine [CPD:C02967];EC:2.1.1.37
EC:3.2.2.9;"S-adenosyl-L-homocysteine [CPD:C00021];"
EC:3.2.2.9;H2O [CPD:C00001]
"S-(5-deoxy-D-ribos-5-yl)-L-homocysteine [CPD:C03539];";EC:3.2.2.9
adenine [CPD:C00147];EC:3.2.2.9
EC:4.1.1.50;S-adenosyl-L-methionine [CPD:C00019]
"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];";EC:4.1.1.50
CO2 [CPD:C00011];EC:4.1.1.50
EC:2.5.1.16;"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];"
EC:2.5.1.16;putrescine [CPD:C00134]
"S-methyl-5'-thioadenosine [CPD:C00170];";EC:2.5.1.16
spermidine [CPD:C00315];EC:2.5.1.16
EC:2.6.1.42;"L-leucine [CPD:C00123];"
EC:2.6.1.42;2-oxoglutarate [CPD:C00026]
"4-methyl-2-oxopentanoate [CPD:C00233];";EC:2.6.1.42
L-glutamate [CPD:C00025];EC:2.6.1.42
EC:6.3.2.2;"ATP [CPD:C00002];"
EC:6.3.2.2;"L-glutamate [CPD:C00025];"
EC:6.3.2.2;L-cysteine [CPD:C00097]
"ADP [CPD:C00008];";EC:6.3.2.2
"phosphate [CPD:C00009];";EC:6.3.2.2
gamma-L-glutamyl-L-cysteine [CPD:C00669];EC:6.3.2.2
EC:6.3.2.3;"ATP [CPD:C00002];"
EC:6.3.2.3;"gamma-L-glutamyl-L-cysteine [CPD:C00669];"
EC:6.3.2.3;glycine [CPD:C00037]
"ADP [CPD:C00008];";EC:6.3.2.3
"phosphate [CPD:C00009];";EC:6.3.2.3
glutathione [CPD:C00051];EC:6.3.2.3
EC:2.6.1.19 2.6.1.22 2.6.1.48;"4-aminobutanoate [CPD:C00334];"
EC:2.6.1.19 2.6.1.22 2.6.1.48;2-oxoglutarate [CPD:C00026]
"succinate semialdehyde [CPD:C00232];";EC:2.6.1.19 2.6.1.22 2.6.1.48
L-glutamate [CPD:C00025];EC:2.6.1.19 2.6.1.22 2.6.1.48
EC:1.1.1.85;"(2R,3S)-3-isopropylmalate [CPD:C04411];"
EC:1.1.1.85;"NAD+ [CPD:C00003];"
EC:1.1.1.85;(2S)-2-isopropyl-3-oxosuccinate [CPD:C04236]
"4-methyl-2-oxopentanoate [CPD:C00233];";EC:1.1.1.85
"CO2 [CPD:C00011];";EC:1.1.1.85
"NADH [CPD:C00004];";EC:1.1.1.85
"H+ [CPD:C00080];";EC:1.1.1.85
(2S)-2-isopropyl-3-oxosuccinate [CPD:C04236];EC:1.1.1.85
EC:2.2.1.6;pyruvate [CPD:C00022]
"2-acetolactate [CPD:C00900];";EC:2.2.1.6
CO2 [CPD:C00011];EC:2.2.1.6
EC:4.2.1.33 4.2.1.35;"(2R,3S)-3-isopropylmalate [CPD:C04411];"
EC:4.2.1.33 4.2.1.35;"2-isopropylmaleate [CPD:C02631];"
EC:4.2.1.33 4.2.1.35;H2O [CPD:C00001]
"(2S)-2-isopropylmalate [CPD:C02504];";EC:4.2.1.33 4.2.1.35
"2-isopropylmaleate [CPD:C02631];";EC:4.2.1.33 4.2.1.35
H2O [CPD:C00001];EC:4.2.1.33 4.2.1.35
EC:1.1.1.86;"(2R)-2,3-dihydroxy-3-methylbutanoate [CPD:C04272];"
EC:1.1.1.86;NADP+ [CPD:C00006]
"(2S)-2-hydroxy-2-methyl-3-oxobutanoate [CPD:C06010];";EC:1.1.1.86
"NADPH [CPD:C00005];";EC:1.1.1.86
H+ [CPD:C00080];EC:1.1.1.86
EC:4.2.1.9;2,3-dihydroxy-3-methylbutanoate [CPD:C04039]
"3-methyl-2-oxobutanoate [CPD:C00141];";EC:4.2.1.9
H2O [CPD:C00001];EC:4.2.1.9
EC:2.3.3.13;"acetyl-CoA [CPD:C00024];"
EC:2.3.3.13;"3-methyl-2-oxobutanoate [CPD:C00141];"
EC:2.3.3.13;H2O [CPD:C00001]
"(2S)-2-isopropylmalate [CPD:C02504];";EC:2.3.3.13
CoA [CPD:C00010];EC:2.3.3.13
EC:2.3.1.117;"succinyl-CoA [CPD:C00091];"
EC:2.3.1.117;"(S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate [CPD:C03972];"
EC:2.3.1.117;H2O [CPD:C00001]
"CoA [CPD:C00010];";EC:2.3.1.117
N-succinyl-L-2-amino-6-oxoheptanedioate [CPD:C04462];EC:2.3.1.117
EC:3.5.1.18;"N-succinyl-LL-2,6-diaminoheptanedioate [CPD:C04421];"
EC:3.5.1.18;H2O [CPD:C00001]
"succinate [CPD:C00042];";EC:3.5.1.18
LL-2,6-diaminoheptanedioate [CPD:C00666];EC:3.5.1.18
