Origen;Destino
"NH3 [CPD:C00014];";EC:4.3.1.19
"2-aminobut-2-enoate [CPD:C17234];";EC:4.3.1.19
"H2O [CPD:C00001];";EC:4.3.1.19
2-iminobutanoate [CPD:C20905];EC:4.3.1.19
EC:1.1.99.1;"choline [CPD:C00114];"
EC:1.1.99.1;acceptor [CPD:C00028]
"betaine aldehyde [CPD:C00576];";EC:1.1.99.1
reduced acceptor [CPD:C00030];EC:1.1.99.1
EC:1.2.1.31 1.2.1.8 1.2.1.3;"(S)-2-amino-6-oxohexanoate [CPD:C04076];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;"NAD+ [CPD:C00003];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;"NADP+ [CPD:C00006];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;"H2O [CPD:C00001];"
EC:1.2.1.31 1.2.1.8 1.2.1.3;(S)-2,3,4,5-tetrahydropyridine-2-carboxylate [CPD:C00450]
"L-2-aminoadipate [CPD:C00956];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"NADH [CPD:C00004];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"NADPH [CPD:C00005];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"H+ [CPD:C00080];";EC:1.2.1.31 1.2.1.8 1.2.1.3
"(S)-2,3,4,5-tetrahydropyridine-2-carboxylate [CPD:C00450];";EC:1.2.1.31 1.2.1.8 1.2.1.3
H2O [CPD:C00001];EC:1.2.1.31 1.2.1.8 1.2.1.3
EC:2.1.2.10;"[protein]-S8-aminomethyldihydrolipoyllysine [CPD:C01242];"
EC:2.1.2.10;tetrahydrofolate [CPD:C00101]
"[protein]-dihydrolipoyllysine;";EC:2.1.2.10
"5,10-methylenetetrahydrofolate [CPD:C00143];";EC:2.1.2.10
NH3 [CPD:C00014];EC:2.1.2.10
EC:1.4.4.2;"glycine [CPD:C00037];"
EC:1.4.4.2;[glycine-cleavage complex H protein]-N6-lipoyl-L-lysine [CPD:C02051]
"[glycine-cleavage complex H protein]-S-aminomethyl-N6-dihydrolipoyl-L-lysine [CPD:C01242];";EC:1.4.4.2
CO2 [CPD:C00011];EC:1.4.4.2
EC:1.1.1.103;"L-threonine [CPD:C00188];"
EC:1.1.1.103;NAD+ [CPD:C00003]
"L-2-amino-3-oxobutanoate [CPD:C03508];";EC:1.1.1.103
"NADH [CPD:C00004];";EC:1.1.1.103
H+ [CPD:C00080];EC:1.1.1.103
EC:2.3.1.29;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.29;glycine [CPD:C00037]
"CoA [CPD:C00010];";EC:2.3.1.29
L-2-amino-3-oxobutanoate [CPD:C03508];EC:2.3.1.29
EC:4.1.2.48;"L-threonine [CPD:C00188];"
EC:4.1.2.48;L-allo-threonine [CPD:C05519]
"glycine [CPD:C00037];";EC:4.1.2.48
acetaldehyde [CPD:C00084];EC:4.1.2.48
EC:4.4.1.1;"L-cystathionine [CPD:C02291];"
EC:4.4.1.1;"H2O [CPD:C00001];"
EC:4.4.1.1;"2-aminobut-2-enoate [CPD:C17234];"
EC:4.4.1.1;2-iminobutanoate [CPD:C20905]
"L-cysteine [CPD:C00097];";EC:4.4.1.1
"2-oxobutanoate [CPD:C00109];";EC:4.4.1.1
"NH3 [CPD:C00014];";EC:4.4.1.1
"2-aminobut-2-enoate [CPD:C17234];";EC:4.4.1.1
2-iminobutanoate [CPD:C20905];EC:4.4.1.1
EC:1.5.8.3;"sarcosine [CPD:C00213];"
EC:1.5.8.3;"H2O [CPD:C00001];"
EC:1.5.8.3;electron-transfer flavoprotein [CPD:C04253]
"glycine [CPD:C00037];";EC:1.5.8.3
"formaldehyde [CPD:C00067];";EC:1.5.8.3
reduced electron-transfer flavoprotein [CPD:C04570];EC:1.5.8.3
EC:2.1.1.20;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.20;glycine [CPD:C00037]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.20
sarcosine [CPD:C00213];EC:2.1.1.20
EC:2.3.1.37;"succinyl-CoA [CPD:C00091];"
EC:2.3.1.37;glycine [CPD:C00037]
"5-aminolevulinate [CPD:C00430];";EC:2.3.1.37
"CoA [CPD:C00010];";EC:2.3.1.37
CO2 [CPD:C00011];EC:2.3.1.37
EC:1.4.3.3;"D-amino acid [CPD:C00405];"
EC:1.4.3.3;"H2O [CPD:C00001];"
EC:1.4.3.3;O2 [CPD:C00007]
"2-oxo carboxylate [CPD:C00161];";EC:1.4.3.3
"NH3 [CPD:C00014];";EC:1.4.3.3
H2O2 [CPD:C00027];EC:1.4.3.3
EC:2.6.1.44 2.6.1.40;"L-alanine [CPD:C00041];"
EC:2.6.1.44 2.6.1.40;glyoxylate [CPD:C00048]
"pyruvate [CPD:C00022];";EC:2.6.1.44 2.6.1.40
glycine [CPD:C00037];EC:2.6.1.44 2.6.1.40
EC:2.7.1.165;"ATP [CPD:C00002];"
EC:2.7.1.165;D-glycerate [CPD:C00258]
"ADP [CPD:C00008];";EC:2.7.1.165
2-phospho-D-glycerate [CPD:C00631];EC:2.7.1.165
EC:2.6.1.7 4.4.1.13 2.6.1.64;"L-kynurenine [CPD:C00328];"
EC:2.6.1.7 4.4.1.13 2.6.1.64;2-oxoglutarate [CPD:C00026]
"4-(2-aminophenyl)-2,4-dioxobutanoate [CPD:C01252];";EC:2.6.1.7 4.4.1.13 2.6.1.64
L-glutamate [CPD:C00025];EC:2.6.1.7 4.4.1.13 2.6.1.64
EC:1.13.11.20;"L-cysteine [CPD:C00097];"
EC:1.13.11.20;O2 [CPD:C00007]
3-sulfinoalanine [CPD:C00606];EC:1.13.11.20
EC:2.8.1.1 2.8.1.2;"thiosulfate [CPD:C00320];"
EC:2.8.1.1 2.8.1.2;cyanide [CPD:C00177]
"sulfite [CPD:C00094];";EC:2.8.1.1 2.8.1.2
thiocyanate [CPD:C01755];EC:2.8.1.1 2.8.1.2
EC:2.1.1.10;"S-methyl-L-methionine [CPD:C03172];"
EC:2.1.1.10;L-homocysteine [CPD:C00155]
L-methionine [CPD:C00073];EC:2.1.1.10
EC:3.3.1.1;"S-adenosyl-L-homocysteine [CPD:C00021];"
EC:3.3.1.1;H2O [CPD:C00001]
"L-homocysteine [CPD:C00155];";EC:3.3.1.1
adenosine [CPD:C00212];EC:3.3.1.1
EC:2.5.1.6;"ATP [CPD:C00002];"
EC:2.5.1.6;"L-methionine [CPD:C00073];"
EC:2.5.1.6;H2O [CPD:C00001]
"phosphate [CPD:C00009];";EC:2.5.1.6
"diphosphate [CPD:C00013];";EC:2.5.1.6
S-adenosyl-L-methionine [CPD:C00019];EC:2.5.1.6
EC:4.1.1.50;S-adenosyl-L-methionine [CPD:C00019]
"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];";EC:4.1.1.50
CO2 [CPD:C00011];EC:4.1.1.50
EC:2.5.1.16;"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];"
EC:2.5.1.16;putrescine [CPD:C00134]
"S-methyl-5'-thioadenosine [CPD:C00170];";EC:2.5.1.16
spermidine [CPD:C00315];EC:2.5.1.16
EC:2.4.2.28;"S-methyl-5'-thioadenosine [CPD:C00170];"
EC:2.4.2.28;phosphate [CPD:C00009]
"adenine [CPD:C00147];";EC:2.4.2.28
S-methyl-5-thio-alpha-D-ribose 1-phosphate [CPD:C04188];EC:2.4.2.28
EC:5.3.1.23;S-methyl-5-thio-alpha-D-ribose 1-phosphate [CPD:C04188]
S-methyl-5-thio-D-ribulose 1-phosphate [CPD:C04582];EC:5.3.1.23
EC:4.2.1.109;5-(methylsulfanyl)-D-ribulose 1-phosphate [CPD:C04582]
"5-(methylsulfanyl)-2,3-dioxopentyl phosphate [CPD:C15650];";EC:4.2.1.109
H2O [CPD:C00001];EC:4.2.1.109
EC:3.1.3.77;"5-(methylsulfanyl)-2,3-dioxopentyl phosphate [CPD:C15650];"
EC:3.1.3.77;"H2O [CPD:C00001];"
EC:3.1.3.77;2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl phosphate [CPD:C15651]
"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one [CPD:C15606];";EC:3.1.3.77
"phosphate [CPD:C00009];";EC:3.1.3.77
2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl phosphate [CPD:C15651];EC:3.1.3.77
EC:1.13.11.53 1.13.11.54;"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one [CPD:C15606];"
EC:1.13.11.53 1.13.11.54;O2 [CPD:C00007]
"3-(methylsulfanyl)propanoate [CPD:C08276];";EC:1.13.11.53 1.13.11.54
"formate [CPD:C00058];";EC:1.13.11.53 1.13.11.54
CO [CPD:C00237];EC:1.13.11.53 1.13.11.54
EC:2.5.1.22;"S-adenosyl 3-(methylsulfanyl)propylamine [CPD:C01137];"
EC:2.5.1.22;spermidine [CPD:C00315]
"S-methyl-5'-thioadenosine [CPD:C00170];";EC:2.5.1.22
spermine [CPD:C00750];EC:2.5.1.22
EC:2.6.1.42;"L-leucine [CPD:C00123];"
EC:2.6.1.42;2-oxoglutarate [CPD:C00026]
"4-methyl-2-oxopentanoate [CPD:C00233];";EC:2.6.1.42
L-glutamate [CPD:C00025];EC:2.6.1.42
EC:6.3.2.2;"ATP [CPD:C00002];"
EC:6.3.2.2;"L-glutamate [CPD:C00025];"
EC:6.3.2.2;L-cysteine [CPD:C00097]
"ADP [CPD:C00008];";EC:6.3.2.2
"phosphate [CPD:C00009];";EC:6.3.2.2
gamma-L-glutamyl-L-cysteine [CPD:C00669];EC:6.3.2.2
EC:6.3.2.3;"ATP [CPD:C00002];"
EC:6.3.2.3;"gamma-L-glutamyl-L-cysteine [CPD:C00669];"
EC:6.3.2.3;glycine [CPD:C00037]
"ADP [CPD:C00008];";EC:6.3.2.3
"phosphate [CPD:C00009];";EC:6.3.2.3
glutathione [CPD:C00051];EC:6.3.2.3
EC:1.2.4.4;"3-methyl-2-oxobutanoate [CPD:C00141];"
EC:1.2.4.4;[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] lipoyllysine
"[dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine [CPD:C15977];";EC:1.2.4.4
CO2 [CPD:C00011];EC:1.2.4.4
EC:2.3.1.168;"2-methylpropanoyl-CoA [CPD:C00630];"
EC:2.3.1.168;enzyme N6-(dihydrolipoyl)lysine [CPD:C15973]
"CoA [CPD:C00010];";EC:2.3.1.168
enzyme N6-(S-[2-methylpropanoyl]dihydrolipoyl)lysine [CPD:C15977];EC:2.3.1.168
EC:1.3.8.4;"isovaleryl-CoA [CPD:C02939];"
EC:1.3.8.4;electron-transfer flavoprotein [CPD:C04253]
"3-methylcrotonyl-CoA [CPD:C03069];";EC:1.3.8.4
reduced electron-transfer flavoprotein [CPD:C04570];EC:1.3.8.4
EC:6.4.1.4;"ATP [CPD:C00002];"
EC:6.4.1.4;"3-methylcrotonoyl-CoA [CPD:C03069];"
EC:6.4.1.4;HCO3- [CPD:C00288]
"ADP [CPD:C00008];";EC:6.4.1.4
"phosphate [CPD:C00009];";EC:6.4.1.4
3-methylglutaconyl-CoA [CPD:C03231];EC:6.4.1.4
EC:4.2.1.18;(S)-3-hydroxy-3-methylglutaryl-CoA [CPD:C00356]
"trans-3-methylglutaconyl-CoA [CPD:C03231];";EC:4.2.1.18
H2O [CPD:C00001];EC:4.2.1.18
EC:1.2.1.18 1.2.1.27;"3-oxopropanoate [CPD:C00222];"
EC:1.2.1.18 1.2.1.27;"CoA [CPD:C00010];"
EC:1.2.1.18 1.2.1.27;"NAD+ [CPD:C00003];"
EC:1.2.1.18 1.2.1.27;NADP+ [CPD:C00006]
"acetyl-CoA [CPD:C00024];";EC:1.2.1.18 1.2.1.27
"CO2 [CPD:C00011];";EC:1.2.1.18 1.2.1.27
"NADH [CPD:C00004];";EC:1.2.1.18 1.2.1.27
NADPH [CPD:C00005];EC:1.2.1.18 1.2.1.27
EC:1.1.1.35 1.1.1.178;"(S)-3-hydroxyacyl-CoA [CPD:C00640];"
EC:1.1.1.35 1.1.1.178;NAD+ [CPD:C00003]
"3-oxoacyl-CoA [CPD:C00264];";EC:1.1.1.35 1.1.1.178
"NADH [CPD:C00004];";EC:1.1.1.35 1.1.1.178
H+ [CPD:C00080];EC:1.1.1.35 1.1.1.178
EC:3.1.2.4;"3-hydroxy-2-methylpropanoyl-CoA [CPD:C04047];"
EC:3.1.2.4;H2O [CPD:C00001]
"CoA [CPD:C00010];";EC:3.1.2.4
3-hydroxy-2-methylpropanoate [CPD:C01188];EC:3.1.2.4
EC:1.1.1.31 1.1.1.59;"3-hydroxy-2-methylpropanoate [CPD:C01188];"
EC:1.1.1.31 1.1.1.59;NAD+ [CPD:C00003]
"2-methyl-3-oxopropanoate [CPD:C00349];";EC:1.1.1.31 1.1.1.59
"NADH [CPD:C00004];";EC:1.1.1.31 1.1.1.59
H+ [CPD:C00080];EC:1.1.1.31 1.1.1.59
EC:1.5.1.8 1.5.1.9;"N6-(L-1,3-dicarboxypropyl)-L-lysine [CPD:C00449];"
EC:1.5.1.8 1.5.1.9;"NADP+ [CPD:C00006];"
EC:1.5.1.8 1.5.1.9;H2O [CPD:C00001]
"L-lysine [CPD:C00047];";EC:1.5.1.8 1.5.1.9
"2-oxoglutarate [CPD:C00026];";EC:1.5.1.8 1.5.1.9
"NADPH [CPD:C00005];";EC:1.5.1.8 1.5.1.9
H+ [CPD:C00080];EC:1.5.1.8 1.5.1.9
EC:2.1.1.355;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.355;"[histone H3]-L-lysine9;"
EC:2.1.1.355;"[histone H3]-N6-methyl-L-lysine9;"
EC:2.1.1.355;[histone H3]-N6,N6-dimethyl-L-lysine9
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.355
"[histone H3]-N6,N6,N6-trimethyl-L-lysine9;";EC:2.1.1.355
"[histone H3]-N6-methyl-L-lysine9;";EC:2.1.1.355
[histone H3]-N6,N6-dimethyl-L-lysine9;EC:2.1.1.355
EC:1.14.11.4;"[procollagen]-L-lysine;"
EC:1.14.11.4;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.4;O2 [CPD:C00007]
"[procollagen]-(2S,5R)-5-hydroxy-L-lysine [CPD:C01211];";EC:1.14.11.4
"succinate [CPD:C00042];";EC:1.14.11.4
CO2 [CPD:C00011];EC:1.14.11.4
EC:2.1.1.60;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.60;calmodulin L-lysine [CPD:C02816]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.60
calmodulin N6-methyl-L-lysine [CPD:C03941];EC:2.1.1.60
EC:1.14.11.1;"4-trimethylammoniobutanoate [CPD:C01181];"
EC:1.14.11.1;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.1;O2 [CPD:C00007]
"3-hydroxy-4-trimethylammoniobutanoate [CPD:C00487];";EC:1.14.11.1
"succinate [CPD:C00042];";EC:1.14.11.1
CO2 [CPD:C00011];EC:1.14.11.1
EC:2.4.1.50;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.50;[procollagen]-(5R)-5-hydroxy-L-lysine
"UDP [CPD:C00015];";EC:2.4.1.50
[procollagen]-(5R)-5-O-(beta-D-galactosyl)-5-hydroxy-L-lysine;EC:2.4.1.50
EC:1.2.4.2;"2-oxoglutarate [CPD:C00026];"
EC:1.2.4.2;[dihydrolipoyllysine-residue succinyltransferase] lipoyllysine
"[dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine [CPD:C16254];";EC:1.2.4.2
CO2 [CPD:C00011];EC:1.2.4.2
EC:2.7.3.3;"ATP [CPD:C00002];"
EC:2.7.3.3;L-arginine [CPD:C00062]
"ADP [CPD:C00008];";EC:2.7.3.3
Nomega-phospho-L-arginine;EC:2.7.3.3
EC:3.4.13.18;EC 3.4.13.18 created 1961 as EC 3.4.3.1 and EC 3.4.3.2, transferred 1972 to EC 3.4.13.1 and EC 3.4.13.2, transferred 1978 to EC 3.4.13.11, part transferred 1992 to EC 3.4.13.18, modified 2000 (EC 3.4.13.15 created 1989, incorporated 1992)
EC:1.4.3.4;"RCH2NHR' [CPD:C21299];"
EC:1.4.3.4;"H2O [CPD:C00001];"
EC:1.4.3.4;O2 [CPD:C00007]
"RCHO [CPD:C00071];";EC:1.4.3.4
"R'NH2 [CPD:C21300];";EC:1.4.3.4
H2O2 [CPD:C00027];EC:1.4.3.4
EC:2.7.2.11 1.2.1.41;"ATP [CPD:C00002];"
EC:2.7.2.11 1.2.1.41;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:2.7.2.11 1.2.1.41
L-glutamate 5-phosphate [CPD:C03287];EC:2.7.2.11 1.2.1.41
EC:2.6.1.13;"L-ornithine [CPD:C00077];"
EC:2.6.1.13;2-oxo carboxylate [CPD:C00161]
"L-glutamate 5-semialdehyde [CPD:C01165];";EC:2.6.1.13
L-amino acid [CPD:C00151];EC:2.6.1.13
EC:4.1.1.17;L-ornithine [CPD:C00077]
"putrescine [CPD:C00134];";EC:4.1.1.17
CO2 [CPD:C00011];EC:4.1.1.17
EC:1.5.5.2;"L-proline [CPD:C00148];"
EC:1.5.5.2;quinone [CPD:C15602]
"(S)-1-pyrroline-5-carboxylate [CPD:C03912];";EC:1.5.5.2
quinol [CPD:C15603];EC:1.5.5.2
EC:1.5.1.2;"L-proline [CPD:C00148];"
EC:1.5.1.2;"NAD+ [CPD:C00003];"
EC:1.5.1.2;NADP+ [CPD:C00006]
"1-pyrroline-5-carboxylate [CPD:C03912];";EC:1.5.1.2
"NADH [CPD:C00004];";EC:1.5.1.2
"NADPH [CPD:C00005];";EC:1.5.1.2
H+ [CPD:C00080];EC:1.5.1.2
EC:1.14.11.2;"procollagen L-proline [CPD:C01078];"
EC:1.14.11.2;"2-oxoglutarate [CPD:C00026];"
EC:1.14.11.2;O2 [CPD:C00007]
"procollagen trans-4-hydroxy-L-proline [CPD:C04398];";EC:1.14.11.2
"succinate [CPD:C00042];";EC:1.14.11.2
CO2 [CPD:C00011];EC:1.14.11.2
EC:3.4.11.1 3.4.11.5;EC 3.4.11.1 created 1961 as EC 3.4.1.1, transferred 1972 to EC 3.4.11.1
EC:2.1.1.22;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.22;carnosine [CPD:C00386]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.22
anserine [CPD:C01262];EC:2.1.1.22
EC:4.1.1.22;L-histidine [CPD:C00135]
"histamine [CPD:C00388];";EC:4.1.1.22
CO2 [CPD:C00011];EC:4.1.1.22
EC:4.1.1.28 4.1.1.105;"L-dopa [CPD:C00355];"
EC:4.1.1.28 4.1.1.105;5-hydroxy-L-tryptophan [CPD:C00643]
"dopamine [CPD:C03758];";EC:4.1.1.28 4.1.1.105
"CO2 [CPD:C00011];";EC:4.1.1.28 4.1.1.105
5-hydroxytryptamine [CPD:C00780];EC:4.1.1.28 4.1.1.105
EC:4.1.1.25;L-tyrosine [CPD:C00082]
"tyramine [CPD:C00483];";EC:4.1.1.25
CO2 [CPD:C00011];EC:4.1.1.25
EC:1.13.11.5;"homogentisate [CPD:C00544];"
EC:1.13.11.5;O2 [CPD:C00007]
4-maleylacetoacetate [CPD:C01036];EC:1.13.11.5
EC:5.2.1.2;4-maleylacetoacetate [CPD:C01036]
4-fumarylacetoacetate [CPD:C01061];EC:5.2.1.2
EC:3.7.1.2;"4-fumarylacetoacetate [CPD:C01061];"
EC:3.7.1.2;H2O [CPD:C00001]
"acetoacetate [CPD:C00164];";EC:3.7.1.2
fumarate [CPD:C00122];EC:3.7.1.2
EC:1.14.16.2;"L-tyrosine [CPD:C00082];"
EC:1.14.16.2;"5,6,7,8-tetrahydropteridine [CPD:C05650];"
EC:1.14.16.2;O2 [CPD:C00007]
"L-dopa [CPD:C00355];";EC:1.14.16.2
4a-hydroxy-5,6,7,8-tetrahydropteridine [CPD:C22239];EC:1.14.16.2
EC:1.14.18.1;"L-tyrosine [CPD:C00082];"
EC:1.14.18.1;"O2 [CPD:C00007];"
EC:1.14.18.1;L-dopa [CPD:C00355]
"dopaquinone [CPD:C00822];";EC:1.14.18.1
"H2O [CPD:C00001];";EC:1.14.18.1
L-dopa [CPD:C00355];EC:1.14.18.1
EC:1.14.17.1;"dopamine [CPD:C03758];"
EC:1.14.17.1;"ascorbate [CPD:C00072];"
EC:1.14.17.1;O2 [CPD:C00007]
"noradrenaline [CPD:C00547];";EC:1.14.17.1
"monodehydroascorbate [CPD:C01041];";EC:1.14.17.1
H2O [CPD:C00001];EC:1.14.17.1
EC:3.7.1.5;"3-acylpyruvate [CPD:C02119];"
EC:3.7.1.5;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.7.1.5
pyruvate [CPD:C00022];EC:3.7.1.5
EC:4.1.1.107;"L-dopa [CPD:C00355];"
EC:4.1.1.107;"O2 [CPD:C00007];"
EC:4.1.1.107;H2O [CPD:C00001]
"3,4-dihydroxyphenylacetaldehyde [CPD:C04043];";EC:4.1.1.107
"CO2 [CPD:C00011];";EC:4.1.1.107
"NH3 [CPD:C00014];";EC:4.1.1.107
H2O2 [CPD:C00027];EC:4.1.1.107
EC:1.14.16.1;"L-phenylalanine [CPD:C00079];"
EC:1.14.16.1;"5,6,7,8-tetrahydropteridine [CPD:C05650];"
EC:1.14.16.1;O2 [CPD:C00007]
"L-tyrosine [CPD:C00082];";EC:1.14.16.1
4a-hydroxy-5,6,7,8-tetrahydropteridine [CPD:C22239];EC:1.14.16.1
EC:3.5.1.9;"N-formyl-L-kynurenine [CPD:C02700];"
EC:3.5.1.9;H2O [CPD:C00001]
"formate [CPD:C00058];";EC:3.5.1.9
L-kynurenine [CPD:C00328];EC:3.5.1.9
EC:1.14.16.4;"L-tryptophan [CPD:C00078];"
EC:1.14.16.4;"5,6,7,8-tetrahydropteridine [CPD:C05650];"
EC:1.14.16.4;O2 [CPD:C00007]
"5-hydroxy-L-tryptophan [CPD:C00643];";EC:1.14.16.4
4a-hydroxy-5,6,7,8-tetrahydropteridine [CPD:C22239];EC:1.14.16.4
EC:1.14.13.9;"L-kynurenine [CPD:C00328];"
EC:1.14.13.9;"NADPH [CPD:C00005];"
EC:1.14.13.9;"H+ [CPD:C00080];"
EC:1.14.13.9;O2 [CPD:C00007]
"3-hydroxy-L-kynurenine [CPD:C03227];";EC:1.14.13.9
"NADP+ [CPD:C00006];";EC:1.14.13.9
H2O [CPD:C00001];EC:1.14.13.9
EC:1.13.11.11;"L-tryptophan [CPD:C00078];"
EC:1.13.11.11;O2 [CPD:C00007]
N-formyl-L-kynurenine [CPD:C02700];EC:1.13.11.11
EC:2.3.1.87;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.87;2-arylethylamine [CPD:C15534]
"CoA [CPD:C00010];";EC:2.3.1.87
N-acetyl-2-arylethylamine [CPD:C15535];EC:2.3.1.87
EC:1.13.11.19;"2-aminoethanethiol [CPD:C01678];"
EC:1.13.11.19;O2 [CPD:C00007]
hypotaurine [CPD:C00519];EC:1.13.11.19
EC:4.1.1.29;3-sulfino-L-alanine [CPD:C00606]
"hypotaurine [CPD:C00519];";EC:4.1.1.29
CO2 [CPD:C00011];EC:4.1.1.29
EC:2.3.2.2 3.4.19.13 3.4.19.14;"(5-L-glutamyl)-peptide [CPD:C03193];"
EC:2.3.2.2 3.4.19.13 3.4.19.14;amino acid [CPD:C00045]
"peptide [CPD:C00012];";EC:2.3.2.2 3.4.19.13 3.4.19.14
5-L-glutamyl amino acid [CPD:C03363];EC:2.3.2.2 3.4.19.13 3.4.19.14
EC:2.7.7.14;"CTP [CPD:C00063];"
EC:2.7.7.14;ethanolamine phosphate [CPD:C00346]
"diphosphate [CPD:C00013];";EC:2.7.7.14
CDP-ethanolamine [CPD:C00570];EC:2.7.7.14
EC:2.7.8.1;"CDP-ethanolamine [CPD:C00570];"
EC:2.7.8.1;1,2-diacyl-sn-glycerol [CPD:C00641]
"CMP [CPD:C00055];";EC:2.7.8.1
phosphatidylethanolamine [CPD:C00350];EC:2.7.8.1
EC:6.1.1.10;"ATP [CPD:C00002];"
EC:6.1.1.10;"L-methionine [CPD:C00073];"
EC:6.1.1.10;tRNA(Met) [CPD:C01647]
"AMP [CPD:C00020];";EC:6.1.1.10
"diphosphate [CPD:C00013];";EC:6.1.1.10
L-methionyl-tRNA(Met) [CPD:C02430];EC:6.1.1.10
EC:1.8.1.9;"thioredoxin [CPD:C00342];"
EC:1.8.1.9;NADP+ [CPD:C00006]
"thioredoxin disulfide [CPD:C00343];";EC:1.8.1.9
"NADPH [CPD:C00005];";EC:1.8.1.9
H+ [CPD:C00080];EC:1.8.1.9
EC:2.7.9.3;"ATP [CPD:C00002];"
EC:2.7.9.3;"selenide [CPD:C01528];"
EC:2.7.9.3;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:2.7.9.3
"selenophosphate [CPD:C05172];";EC:2.7.9.3
phosphate [CPD:C00009];EC:2.7.9.3
EC:2.9.1.2;"O-phospho-L-seryl-tRNASec;"
EC:2.9.1.2;"selenophosphate [CPD:C05172];"
EC:2.9.1.2;H2O [CPD:C00001]
"L-selenocysteinyl-tRNA(Sec) [CPD:C06482];";EC:2.9.1.2
phosphate [CPD:C00009];EC:2.9.1.2
EC:2.7.1.164;"ATP [CPD:C00002];"
EC:2.7.1.164;L-seryl-tRNA(Sec) [CPD:C06481]
"ADP [CPD:C00008];";EC:2.7.1.164
O-phospho-L-seryl-tRNASec;EC:2.7.1.164
EC:3.5.2.9;"ATP [CPD:C00002];"
EC:3.5.2.9;"5-oxo-L-proline [CPD:C01879];"
EC:3.5.2.9;H2O [CPD:C00001]
"ADP [CPD:C00008];";EC:3.5.2.9
"phosphate [CPD:C00009];";EC:3.5.2.9
L-glutamate [CPD:C00025];EC:3.5.2.9
EC:3.4.11.2;EC 3.4.11.2 created 1961 as EC 3.4.1.2, transferred 1972 to EC 3.4.11.2 (EC 3.4.13.6 created 1961 as EC 3.4.3.5, transferred 1972 to EC 3.4.13.6, incorporated 1997)
EC:2.5.1.18;"RX [CPD:C01322];"
EC:2.5.1.18;glutathione [CPD:C00051]
"HX [CPD:C00462];";EC:2.5.1.18
R-S-glutathione [CPD:C02320];EC:2.5.1.18
EC:1.11.1.9;"glutathione [CPD:C00051];"
EC:1.11.1.9;H2O2 [CPD:C00027]
"glutathione disulfide [CPD:C00127];";EC:1.11.1.9
H2O [CPD:C00001];EC:1.11.1.9
EC:1.5.4.1;"2-amino-6-acetyl-3,7,8,9-tetrahydro-3H-pyrimido[4,5-b][1,4]diazepin-4-one [CPD:C02587];"
EC:1.5.4.1;"glutathione disulfide [CPD:C00127];"
EC:1.5.4.1;H2O [CPD:C00001]
"6-pyruvoyltetrahydropterin [CPD:C03684];";EC:1.5.4.1
glutathione [CPD:C00051];EC:1.5.4.1
EC:3.4.11.1;EC 3.4.11.1 created 1961 as EC 3.4.1.1, transferred 1972 to EC 3.4.11.1
EC:4.3.2.7;glutathione [CPD:C00051]
"L-cysteinylglycine [CPD:C01419];";EC:4.3.2.7
5-oxo-L-proline [CPD:C01879];EC:4.3.2.7
EC:2.4.1.18;Converts amylose into amylopectin. The accepted name requires a qualification depending on the product, glycogen or amylopectin, e.g. glycogen branching enzyme, amylopectin branching enzyme. The latter has frequently been termed Q-enzyme.
EC 2.4.1.18 created 1961;EC:2.4.1.18
EC:2.4.1.1;"[(1->4)-alpha-D-glucosyl]n;"
EC:2.4.1.1;phosphate [CPD:C00009]
"[(1->4)-alpha-D-glucosyl]n-1;";EC:2.4.1.1
