;Origen;Destino
EC:5.1.3.3;alpha-D-glucose [CPD:C00267]
EC:2.5.1.15;4-aminobenzoate [CPD:C00568]
"diphosphate [CPD:C00013];";EC:2.5.1.15
7,8-dihydropteroate [CPD:C00921];EC:2.5.1.15
EC:6.3.2.12 6.3.2.17;"ATP [CPD:C00002];"
EC:6.3.2.12 6.3.2.17;"7,8-dihydropteroate [CPD:C00921];"
EC:6.3.2.12 6.3.2.17;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:6.3.2.12 6.3.2.17
"phosphate [CPD:C00009];";EC:6.3.2.12 6.3.2.17
7,8-dihydropteroylglutamate [CPD:C00415];EC:6.3.2.12 6.3.2.17
EC:4.2.3.12 4.1.2.50;7,8-dihydroneopterin 3'-triphosphate [CPD:C04895]
"6-pyruvoyl-5,6,7,8-tetrahydropterin [CPD:C03684];";EC:4.2.3.12 4.1.2.50
triphosphate [CPD:C00536];EC:4.2.3.12 4.1.2.50
EC:4.3.99.3;6-carboxy-5,6,7,8-tetrahydropterin [CPD:C20239]
"7-carboxy-7-carbaguanine [CPD:C20248];";EC:4.3.99.3
NH3 [CPD:C00014];EC:4.3.99.3
EC:6.3.4.20;"7-carboxy-7-carbaguanine [CPD:C20248];"
EC:6.3.4.20;"NH3 [CPD:C00014];"
EC:6.3.4.20;ATP [CPD:C00002]
"7-cyano-7-carbaguanine [CPD:C15996];";EC:6.3.4.20
"ADP [CPD:C00008];";EC:6.3.4.20
"phosphate [CPD:C00009];";EC:6.3.4.20
H2O [CPD:C00001];EC:6.3.4.20
EC:4.1.99.22;"GTP [CPD:C00044];"
EC:4.1.99.22;"S-adenosyl-L-methionine [CPD:C00019];"
EC:4.1.99.22;reduced electron acceptor
"(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate [CPD:C21310];";EC:4.1.99.22
"5'-deoxyadenosine [CPD:C05198];";EC:4.1.99.22
"L-methionine [CPD:C00073];";EC:4.1.99.22
oxidized electron acceptor;EC:4.1.99.22
EC:4.6.1.17;(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate [CPD:C21310]
"cyclic pyranopterin phosphate [CPD:C18239];";EC:4.6.1.17
diphosphate [CPD:C00013];EC:4.6.1.17
EC:2.8.1.12;"cyclic pyranopterin phosphate [CPD:C18239];"
EC:2.8.1.12;"[molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH2-C(O)SH [CPD:C15814];"
EC:2.8.1.12;H2O [CPD:C00001]
"molybdopterin [CPD:C05924];";EC:2.8.1.12
molybdopterin-synthase sulfur-carrier protein [CPD:C15810];EC:2.8.1.12
EC:2.7.7.75;"ATP [CPD:C00002];"
EC:2.7.7.75;molybdopterin [CPD:C05924]
"diphosphate [CPD:C00013];";EC:2.7.7.75
adenylyl-molybdopterin [CPD:C19848];EC:2.7.7.75
EC:2.10.1.1;"adenylyl-molybdopterin [CPD:C19848];"
EC:2.10.1.1;molybdate [CPD:C06232]
"molybdenum cofactor [CPD:C18237];";EC:2.10.1.1
"AMP [CPD:C00020];";EC:2.10.1.1
H2O [CPD:C00001];EC:2.10.1.1
EC:3.5.4.39;"GTP [CPD:C00044];"
EC:3.5.4.39;H2O [CPD:C00001]
"7,8-dihydroneopterin 2',3'-cyclic phosphate [CPD:C20567];";EC:3.5.4.39
"formate [CPD:C00058];";EC:3.5.4.39
diphosphate [CPD:C00013];EC:3.5.4.39
EC:3.5.4.25;"GTP [CPD:C00044];"
EC:3.5.4.25;H2O [CPD:C00001]
"formate [CPD:C00058];";EC:3.5.4.25
"2,5-diamino-6-hydroxy-4-(5-phospho-D-ribosylamino)pyrimidine;";EC:3.5.4.25
diphosphate [CPD:C00013];EC:3.5.4.25
EC:4.2.1.24;5-aminolevulinate [CPD:C00430]
"porphobilinogen [CPD:C00931];";EC:4.2.1.24
H2O [CPD:C00001];EC:4.2.1.24
EC:5.4.3.8;L-glutamate 1-semialdehyde [CPD:C03741]
5-aminolevulinate [CPD:C00430];EC:5.4.3.8
EC:2.5.1.61;"porphobilinogen [CPD:C00931];"
EC:2.5.1.61;H2O [CPD:C00001]
"hydroxymethylbilane [CPD:C01024];";EC:2.5.1.61
NH3 [CPD:C00014];EC:2.5.1.61
EC:4.2.1.75;hydroxymethylbilane [CPD:C01024]
"uroporphyrinogen III [CPD:C01051];";EC:4.2.1.75
H2O [CPD:C00001];EC:4.2.1.75
EC:4.1.1.37;uroporphyrinogen III [CPD:C01051]
"coproporphyrinogen III [CPD:C03263];";EC:4.1.1.37
CO2 [CPD:C00011];EC:4.1.1.37
EC:2.1.1.107;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.107;"uroporphyrinogen III [CPD:C01051];"
EC:2.1.1.107;precorrin 1 [CPD:C15527]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.107
"precorrin 2 [CPD:C02463];";EC:2.1.1.107
precorrin 1 [CPD:C15527];EC:2.1.1.107
EC:1.3.1.76 4.99.1.4;"precorrin 2 [CPD:C02463];"
EC:1.3.1.76 4.99.1.4;NAD+ [CPD:C00003]
"sirohydrochlorin [CPD:C05778];";EC:1.3.1.76 4.99.1.4
"NADH [CPD:C00004];";EC:1.3.1.76 4.99.1.4
H+ [CPD:C00080];EC:1.3.1.76 4.99.1.4
EC:2.1.1.133 2.1.1.271;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.133 2.1.1.271;precorrin 4 [CPD:C06407]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.133 2.1.1.271
precorrin 5 [CPD:C06416];EC:2.1.1.133 2.1.1.271
EC:2.1.1.131;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.131;precorrin 3B [CPD:C06406]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.131
precorrin 4 [CPD:C06407];EC:2.1.1.131
EC:6.3.5.9 6.3.5.11;"ATP [CPD:C00002];"
EC:6.3.5.9 6.3.5.11;"hydrogenobyrinic acid [CPD:C06399];"
EC:6.3.5.9 6.3.5.11;"L-glutamine [CPD:C00064];"
EC:6.3.5.9 6.3.5.11;H2O [CPD:C00001]
"ADP [CPD:C00008];";EC:6.3.5.9 6.3.5.11
"phosphate [CPD:C00009];";EC:6.3.5.9 6.3.5.11
"hydrogenobyrinic acid a,c-diamide [CPD:C06503];";EC:6.3.5.9 6.3.5.11
L-glutamate [CPD:C00025];EC:6.3.5.9 6.3.5.11
EC:5.4.99.61 5.4.99.60;precorrin-8X [CPD:C06408]
hydrogenobyrinate [CPD:C06399];EC:5.4.99.61 5.4.99.60
EC:2.1.1.130 2.1.1.151;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.130 2.1.1.151;precorrin 2 [CPD:C02463]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.130 2.1.1.151
precorrin 3A [CPD:C05772];EC:2.1.1.130 2.1.1.151
EC:6.3.5.10;"ATP [CPD:C00002];"
EC:6.3.5.10;"adenosylcobyrinic acid a,c-diamide [CPD:C06506];"
EC:6.3.5.10;"L-glutamine [CPD:C00064];"
EC:6.3.5.10;H2O [CPD:C00001]
"ADP [CPD:C00008];";EC:6.3.5.10
"phosphate [CPD:C00009];";EC:6.3.5.10
"adenosylcobyric acid [CPD:C06507];";EC:6.3.5.10
L-glutamate [CPD:C00025];EC:6.3.5.10
EC:2.5.1.17;"ATP [CPD:C00002];"
EC:2.5.1.17;"cob(II)alamin [CPD:C00541];"
EC:2.5.1.17;"reduced flavoprotein [CPD:C03024];"
EC:2.5.1.17;"[corrinoid adenosyltransferase];"
EC:2.5.1.17;"[corrinoid adenosyltransferase]-cob(II)alamin;"
EC:2.5.1.17;"[corrinoid adenosyltransferase]-cob(I)alamin;"
EC:2.5.1.17;"cob(II)yrinic acid a,c-diamide [CPD:C06504];"
EC:2.5.1.17;"[corrinoid adenosyltransferase]-cob(II)yrinic acid a,c-diamide;"
EC:2.5.1.17;[corrinoid adenosyltransferase]-cob(I)yrinic acid a,c-diamide
"triphosphate [CPD:C00536];";EC:2.5.1.17
"adenosylcob(III)alamin [CPD:C00194];";EC:2.5.1.17
"oxidized flavoprotein [CPD:C03161];";EC:2.5.1.17
"[corrinoid adenosyltransferase]-cob(II)alamin;";EC:2.5.1.17
"[corrinoid adenosyltransferase]-cob(I)alamin (spontaneous);";EC:2.5.1.17
"[corrinoid adenosyltransferase];";EC:2.5.1.17
"adenosylcob(III)yrinic acid a,c-diamide [CPD:C06506];";EC:2.5.1.17
"[corrinoid adenosyltransferase]-cob(II)yrinic acid a,c-diamide;";EC:2.5.1.17
[corrinoid adenosyltransferase]-cob(I)yrinic acid a,c-diamide (spontaneous);EC:2.5.1.17
EC:6.3.1.10;"ATP [CPD:C00002];"
EC:6.3.1.10;"adenosylcobyric acid [CPD:C06507];"
EC:6.3.1.10;"(R)-1-aminopropan-2-yl phosphate [CPD:C04122];"
EC:6.3.1.10;(R)-1-aminopropan-2-ol [CPD:C03194]
"ADP [CPD:C00008];";EC:6.3.1.10
"phosphate [CPD:C00009];";EC:6.3.1.10
"adenosylcobinamide phosphate [CPD:C06509];";EC:6.3.1.10
adenosylcobinamide [CPD:C06508];EC:6.3.1.10
EC:4.1.1.81;L-threonine O-3-phosphate [CPD:C12147]
"(R)-1-aminopropan-2-yl phosphate [CPD:C04122];";EC:4.1.1.81
CO2 [CPD:C00011];EC:4.1.1.81
EC:2.7.8.26;"adenosylcobinamide-GDP [CPD:C06510];"
EC:2.7.8.26;"alpha-ribazole [CPD:C05775];"
EC:2.7.8.26;alpha-ribazole 5'-phosphate [CPD:C04778]
"GMP [CPD:C00144];";EC:2.7.8.26
"adenosylcobalamin [CPD:C00194];";EC:2.7.8.26
adenosylcobalamin 5'-phosphate [CPD:C21153];EC:2.7.8.26
EC:2.5.1.141;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.141;"protoheme IX [CPD:C00032];"
EC:2.5.1.141;H2O [CPD:C00001]
"diphosphate [CPD:C00013];";EC:2.5.1.141
ferroheme o;EC:2.5.1.141
EC:4.99.1.1 4.99.1.9;"protoheme [CPD:C00032];"
EC:4.99.1.1 4.99.1.9;H+ [CPD:C00080]
"protoporphyrin [CPD:C02191];";EC:4.99.1.1 4.99.1.9
Fe2+ [CPD:C14818];EC:4.99.1.1 4.99.1.9
EC:1.2.1.70;"L-glutamate 1-semialdehyde [CPD:C03741];"
EC:1.2.1.70;"NADP+ [CPD:C00006];"
EC:1.2.1.70;tRNA(Glu) [CPD:C01641]
"L-glutamyl-tRNA(Glu) [CPD:C02987];";EC:1.2.1.70
"NADPH [CPD:C00005];";EC:1.2.1.70
H+ [CPD:C00080];EC:1.2.1.70
EC:6.1.1.17;"ATP [CPD:C00002];"
EC:6.1.1.17;"L-glutamate [CPD:C00025];"
EC:6.1.1.17;tRNA(Glu) [CPD:C01641]
"AMP [CPD:C00020];";EC:6.1.1.17
"diphosphate [CPD:C00013];";EC:6.1.1.17
L-glutamyl-tRNA(Glu) [CPD:C02987];EC:6.1.1.17
EC:6.6.1.1;"ATP [CPD:C00002];"
EC:6.6.1.1;"protoporphyrin IX [CPD:C02191];"
EC:6.6.1.1;"Mg2+ [CPD:C00305];"
EC:6.6.1.1;H2O [CPD:C00001]
"ADP [CPD:C00008];";EC:6.6.1.1
"phosphate [CPD:C00009];";EC:6.6.1.1
"Mg-protoporphyrin IX [CPD:C03516];";EC:6.6.1.1
H+ [CPD:C00080];EC:6.6.1.1
EC:1.1.1.88;"(R)-mevalonate [CPD:C00418];"
EC:1.1.1.88;"CoA [CPD:C00010];"
EC:1.1.1.88;NAD+ [CPD:C00003]
"3-hydroxy-3-methylglutaryl-CoA [CPD:C00356];";EC:1.1.1.88
"NADH [CPD:C00004];";EC:1.1.1.88
H+ [CPD:C00080];EC:1.1.1.88
EC:5.3.3.2;isopentenyl diphosphate [CPD:C00129]
dimethylallyl diphosphate [CPD:C00235];EC:5.3.3.2
EC:2.5.1.1 2.5.1.10 2.5.1.29;"dimethylallyl diphosphate [CPD:C00235];"
EC:2.5.1.1 2.5.1.10 2.5.1.29;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.1 2.5.1.10 2.5.1.29
geranyl diphosphate [CPD:C00341];EC:2.5.1.1 2.5.1.10 2.5.1.29
EC:2.5.1.90;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.90;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.90
all-trans-octaprenyl diphosphate [CPD:C04146];EC:2.5.1.90
EC:2.5.1.89;"geranylgeranyl diphosphate [CPD:C00353];"
EC:2.5.1.89;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.89
tritrans,heptacis-undecaprenyl diphosphate [CPD:C19852];EC:2.5.1.89
EC:2.7.4.26;"ATP [CPD:C00002];"
EC:2.7.4.26;isopentenyl phosphate [CPD:C20345]
"ADP [CPD:C00008];";EC:2.7.4.26
isopentenyl diphosphate [CPD:C00129];EC:2.7.4.26
EC:2.7.1.185;"ATP [CPD:C00002];"
EC:2.7.1.185;(R)-mevalonate [CPD:C00418]
"ADP [CPD:C00008];";EC:2.7.1.185
(R)-3-phosphomevalonate [CPD:C20847];EC:2.7.1.185
EC:2.7.1.186;"ATP [CPD:C00002];"
EC:2.7.1.186;(R)-3-phosphomevalonate [CPD:C20847]
"ADP [CPD:C00008];";EC:2.7.1.186
(R)-3,5-bisphosphomevalonate [CPD:C20848];EC:2.7.1.186
EC:4.1.1.110;(R)-3,5-bisphosphomevalonate [CPD:C20848]
"isopentenyl phosphate [CPD:C20345];";EC:4.1.1.110
"CO2 [CPD:C00011];";EC:4.1.1.110
phosphate [CPD:C00009];EC:4.1.1.110
EC:1.8.5.4;"HS-;"
EC:1.8.5.4;quinone [CPD:C15602]
"polysulfide [CPD:C19692];";EC:1.8.5.4
quinol [CPD:C15603];EC:1.8.5.4
EC:6.1.1.11;"ATP [CPD:C00002];"
EC:6.1.1.11;"L-serine [CPD:C00065];"
EC:6.1.1.11;tRNA(Ser) [CPD:C01650]
"AMP [CPD:C00020];";EC:6.1.1.11
"diphosphate [CPD:C00013];";EC:6.1.1.11
L-seryl-tRNA(Ser) [CPD:C02553];EC:6.1.1.11
EC:2.9.1.1;"L-seryl-tRNA(Sec) [CPD:C06481];"
EC:2.9.1.1;selenophosphate [CPD:C05172]
"L-selenocysteinyl-tRNA(Sec) [CPD:C06482];";EC:2.9.1.1
phosphate [CPD:C00009];EC:2.9.1.1
EC:6.1.1.23;"ATP [CPD:C00002];"
EC:6.1.1.23;"L-aspartate [CPD:C00049];"
EC:6.1.1.23;tRNAAsx
"AMP [CPD:C00020];";EC:6.1.1.23
"diphosphate [CPD:C00013];";EC:6.1.1.23
L-aspartyl-tRNAAsx;EC:6.1.1.23
